sep=;
Test Index;Monster Tier;Party config;Party Strength;Max HP lost;HP lost;Ranger killed;Cleric killed;Knight killed;Ranger attack;Ranger HP;Ranger Max HP lost;Ranger HP lost;Cleric attack;Cleric HP;Cleric Max HP lost;Cleric HP lost;Knight attack;Knight HP;Knight Max HP lost;Knight HP lost;Minion Count;Brute Count;Brute elite Count;Brute boss Count;Leader Count;Leader elite Count;Leader boss Count;Lurker Count;Lurker elite Count;Lurker boss Count;Sniper Count;Sniper elite  Count;Sniper boss Count
6063;3;Random provider tier 3;16795;0.6949152;1;0;0;0;90;36;0;0;31;295;0.6949152;1;18;245;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
6064;3;Ranger Powerups only 4;7240;3;3;1;1;1;174;15;1;1;10;88;1;1;15;250;1;1;0;0;0;0;0;0;0;0;1;1;0;0;0
6065;3;Cleric Powerups only 4;22342;3;3;1;1;1;30;4;1;1;58;349;1;1;15;132;1;1;0;0;1;0;0;0;0;0;0;0;0;0;1
6066;3;Knight Powerups only 4;13838;1;1;1;0;0;30;8;1;1;10;50;0;0;111;118;0;0;4;0;0;0;0;1;0;1;1;0;0;0;0
6067;3;Balanced provider tier 4;20602;1;2.347094;1;0;0;78;64;1;1;26;87;0;0.4597701;47;284;0;0.8873239;0;1;0;0;0;1;0;0;0;0;1;1;0
6068;3;Random provider tier 4;26944;0.9591837;1;0;0;0;78;130;0;0;47;222;0;0;26;245;0.9591837;1;4;1;0;1;0;0;0;0;0;0;0;0;0
6069;3;No powerups;4450;3;3;1;1;1;30;44;1;1;10;49;1;1;15;176;1;1;4;1;1;0;0;0;0;0;0;0;0;1;0
6070;3;Ranger Powerups only 1;3701;3;3;1;1;1;66;21;1;1;10;125;1;1;15;71;1;1;0;0;1;0;0;0;0;0;1;0;2;0;0
6071;3;Cleric Powerups only 1;6474;3;3;1;1;1;30;38;1;1;22;72;1;1;15;250;1;1;0;0;0;0;0;1;0;0;0;1;0;0;0
6072;3;Knight Powerups only 1;18800;0.8;1.093023;0;0;0;30;50;0.8;1;10;53;0;0;39;430;0;0.09302326;0;1;0;0;0;0;1;1;0;0;0;0;0
6073;3;Balanced provider tier 1;6368;0.8159091;1.974242;0;0;0;42;50;0.1;0.8;14;88;0.7159091;0.9090909;23;132;0;0.2651515;4;0;0;0;0;0;0;3;0;0;0;1;0
6074;3;Random provider tier 1;7613;0.7910448;2.255923;0;0;0;54;90;0;0.9666666;15;121;0;0.2892562;14;67;0.7910448;1;0;0;0;0;0;0;1;0;0;0;0;1;0
6075;3;Ranger Powerups only 2;21329;0;0.2469136;0;0;0;102;162;0;0.2469136;10;113;0;0;15;245;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0
6076;3;Cleric Powerups only 2;16000;1.507692;2.08;1;0;0;30;40;1;1;34;325;0.5076923;1;15;250;0;0.08;0;1;0;0;0;0;1;0;0;0;1;0;0
6077;3;Knight Powerups only 2;40150;2;2.180328;1;1;0;30;50;1;1;10;22;1;1;63;610;0;0.1803279;8;1;0;0;0;1;0;0;0;0;1;0;0
6078;3;Balanced provider tier 2;15239;0;0.6477541;0;0;0;54;90;0;0.2222222;18;10;0;0;31;329;0;0.4255319;0;0;0;0;0;0;1;1;0;0;1;0;0
6079;3;Random provider tier 2;16010;1;2.219407;1;0;0;54;15;1;1;23;482;0;0.6846473;22;187;0;0.5347593;12;1;0;0;0;1;0;0;0;0;0;0;0
6080;3;Ranger Powerups only 3;17296;3;3;1;1;1;138;117;1;1;10;94;1;1;15;14;1;1;0;0;1;0;0;0;0;0;0;0;0;0;1
6081;3;Cleric Powerups only 3;16624;1;1.985401;1;0;0;30;9;1;1;46;274;0;0.9854015;15;250;0;0;4;0;0;0;0;0;1;1;0;0;0;0;0
6082;3;Knight Powerups only 3;52166;1;1.184859;1;0;0;30;50;1;1;10;125;0;0;87;568;0;0.1848592;0;0;0;0;0;0;1;0;0;0;0;1;0
6083;3;Balanced provider tier 3;29420;0.8979592;1.174419;0;0;0;66;110;0;0;22;245;0.8979592;1;39;430;0;0.1744186;4;0;0;0;0;0;0;1;0;0;0;0;1
6084;3;Random provider tier 3;16896;1;1;0;0;1;90;100;0;0;15;490;0;0;26;21;1;1;0;2;0;0;0;0;1;0;0;0;0;0;0
6085;3;Ranger Powerups only 4;53375;2;2;0;1;1;174;290;0;0;10;26;1;1;15;177;1;1;0;2;0;1;0;0;0;0;0;0;0;0;0
6086;3;Cleric Powerups only 4;37644;1;1.205654;1;0;0;30;22;1;1;58;573;0;0.1256544;15;250;0;0.08;0;1;0;0;0;0;1;0;0;0;1;0;0
6087;3;Knight Powerups only 4;53221;0;0.955414;0;0;0;30;13;0;0;10;55;0;0;111;471;0;0.955414;0;0;1;0;0;0;0;0;0;0;0;0;1
6088;3;Balanced provider tier 4;26918;0.595092;1.871473;0;0;0;78;110;0;0.1818182;26;116;0;0.6896552;47;326;0.595092;1;0;0;0;1;0;0;0;1;0;0;1;0;0
6089;3;Random provider tier 4;23642;1;2.054336;1;0;0;90;90;1;1;31;242;0;0.8677686;30;268;0;0.1865672;8;0;0;0;0;0;0;2;1;0;0;0;0
6090;3;No powerups;4950;3;3;1;1;1;30;26;1;1;10;48;1;1;15;246;1;1;0;0;0;0;0;0;0;0;0;1;0;1;0
6091;3;Ranger Powerups only 1;5601;3;3;1;1;1;66;41;1;1;10;51;1;1;15;159;1;1;0;0;0;0;0;1;0;0;0;1;0;0;0
6092;3;Cleric Powerups only 1;3583;3;3;1;1;1;30;36;1;1;22;19;1;1;15;139;1;1;8;0;0;0;0;0;1;0;0;0;0;0;0
6093;3;Knight Powerups only 1;5661;2.460674;3;1;1;0;30;44;1;1;10;87;1;1;39;89;0.4606742;1;4;1;0;0;0;1;0;2;0;0;0;0;0
6094;3;Balanced provider tier 1;5173;3;3;1;1;1;42;54;1;1;14;35;1;1;23;105;1;1;8;0;1;0;0;0;0;1;0;0;1;0;0
6095;3;Random provider tier 1;5688;3;3;1;1;1;30;18;1;1;23;126;1;1;18;125;1;1;0;0;1;0;0;0;0;0;0;1;0;0;0
6096;3;Ranger Powerups only 2;6310;3;3;1;1;1;102;20;1;1;10;52;1;1;15;250;1;1;0;0;0;0;0;0;0;1;0;0;1;0;1
6097;3;Cleric Powerups only 2;3324;3;3;1;1;1;30;50;1;1;34;21;1;1;15;74;1;1;0;3;0;0;0;1;0;0;0;0;1;0;0
6098;3;Knight Powerups only 2;2747;3;3;1;1;1;30;7;1;1;10;8;1;1;63;39;1;1;0;0;0;0;0;0;1;0;1;0;0;0;0
6099;3;Balanced provider tier 2;13284;0.25;1.974501;0;0;0;54;64;0.25;1;18;205;0;0.2926829;31;198;0;0.6818182;0;0;1;0;0;0;0;2;0;0;2;0;0
6100;3;Random provider tier 2;9109;2;2.966184;1;0;1;42;40;1;1;31;207;0;0.9661836;22;46;1;1;0;0;0;0;0;0;1;0;0;0;2;0;0
6101;3;Ranger Powerups only 3;34900;0.4705882;1.577706;0;0;0;138;230;0;0.1521739;10;34;0.4705882;1;15;188;0;0.4255319;4;1;0;0;0;0;0;0;1;0;0;1;0
6102;3;Cleric Powerups only 3;11510;1.290323;2.86;1;0;0;30;21;1;1;46;155;0.2903226;1;15;250;0;0.86;4;0;1;0;0;0;0;1;1;0;0;0;0
6103;3;Knight Powerups only 3;58343;1.92;2;1;0;0;30;50;1;1;10;125;0.92;1;87;639;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0
6104;3;Balanced provider tier 3;22574;0.05172414;1.765235;0;0;0;66;110;0;0.5454546;22;182;0;0.2197802;39;290;0.05172414;1;0;0;0;0;0;0;0;0;0;0;2;0;1
6105;3;Random provider tier 3;18826;0.07329843;1;0;0;0;66;48;0;0;47;260;0;0;18;191;0.07329843;1;8;0;0;0;0;1;0;0;1;0;0;0;0
6106;3;Ranger Powerups only 4;28456;0.2230216;1.896923;0;0;0;174;139;0.2230216;1;10;52;0;0.5769231;15;250;0;0.32;8;0;1;0;0;0;0;0;1;0;0;0;0
6107;3;Cleric Powerups only 4;32306;1;1.521494;1;0;0;30;20;1;1;58;482;0;0.04149378;15;250;0;0.48;0;1;0;0;0;1;0;2;0;0;1;0;0
6108;3;Knight Powerups only 4;49988;2;2;1;1;0;30;4;1;1;10;125;1;1;111;438;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0
6109;3;Balanced provider tier 4;27625;1;1.439853;1;0;0;78;32;1;1;26;285;0;0.2807018;47;377;0;0.1591512;8;0;0;0;0;0;1;0;0;0;0;0;0
6110;3;Random provider tier 4;20965;0.8125;1.575148;0;0;0;90;80;0.8125;1;55;157;0;0.3821656;18;285;0;0.1929825;4;2;0;0;0;1;0;0;0;0;1;0;0
6111;3;No powerups;5765;3;3;1;1;1;30;31;1;1;10;125;1;1;15;239;1;1;8;2;0;0;0;1;0;0;0;0;0;0;0
6112;3;Ranger Powerups only 1;12215;2;2.441296;1;1;0;66;110;1;1;10;125;1;1;15;247;0;0.4412955;4;1;0;0;0;0;0;0;1;0;0;1;0
6113;3;Cleric Powerups only 1;9816;1.193416;2.64;1;0;0;30;24;1;1;22;243;0.1934156;1;15;250;0;0.64;4;0;0;0;0;0;1;1;0;0;0;0;0
6114;3;Knight Powerups only 1;5913;3;3;1;1;1;30;21;1;1;10;33;1;1;39;127;1;1;8;0;1;0;0;0;0;0;1;0;0;0;0
6115;3;Balanced provider tier 1;11375;1.604651;2;1;0;0;42;70;1;1;14;108;0;0;23;301;0.6046512;1;0;0;0;0;0;0;0;2;0;0;0;0;1
6116;3;Random provider tier 1;10574;2.745161;3;1;0;1;42;47;1;1;23;310;0.7451613;1;14;105;1;1;0;0;0;0;0;0;1;0;0;0;0;1;0
6117;3;Ranger Powerups only 2;21560;1;1.117647;0;0;1;102;170;0;0.1176471;10;125;0;0;15;198;1;1;0;0;0;0;0;1;0;0;0;1;0;0;0
6118;3;Cleric Powerups only 2;15098;1.68;2.397351;1;0;0;30;36;1;1;34;302;0;0.397351;15;250;0.68;1;0;0;0;1;0;0;0;0;1;0;0;0;0
6119;3;Knight Powerups only 2;39150;1;1.95082;0;1;0;30;13;0;0;10;33;1;1;63;610;0;0.9508197;0;0;1;1;0;0;0;0;0;0;0;0;0
6120;3;Balanced provider tier 2;17446;2.45946;3;1;1;0;54;90;1;1;18;62;1;1;31;370;0.4594595;1;0;0;0;0;0;0;1;0;1;0;0;0;0
6121;3;Random provider tier 2;18573;2.273973;3;1;0;1;54;2;1;1;47;365;0.2739726;1;10;131;1;1;4;1;0;0;0;1;0;1;0;0;1;0;0
6122;3;Ranger Powerups only 3;36410;2;2.130435;0;1;1;138;230;0;0.1304348;10;98;1;1;15;246;1;1;4;0;0;1;0;0;0;1;0;0;0;0;0
6123;3;Cleric Powerups only 3;12934;0.3135371;2.318182;0;0;0;30;25;0.2;1;46;229;0.1135371;1;15;110;0;0.3181818;0;3;0;0;0;0;0;0;0;0;1;1;0
6124;3;Knight Powerups only 3;60374;1;1.943095;1;0;0;30;22;1;1;10;125;0;0.08;87;672;0;0.8630952;0;1;0;0;0;0;0;1;0;0;0;0;1
6125;3;Balanced provider tier 3;17447;2.59633;3;1;0;1;66;54;1;1;22;218;0.5963303;1;39;233;1;1;0;1;0;0;0;0;0;0;0;0;1;0;1
6126;3;Random provider tier 3;17934;1;1.61217;1;0;0;66;45;1;1;39;338;0;0.1183432;22;81;0;0.4938272;0;0;0;0;0;0;1;0;0;0;2;0;0
6127;3;Ranger Powerups only 4;32769;0;0.7548109;0;0;0;174;176;0;0.6818182;10;9;0;0;15;137;0;0.0729927;0;0;0;1;0;1;0;0;0;0;0;0;0
6128;3;Cleric Powerups only 4;14314;2.450777;3;1;0;1;30;50;1;1;58;193;0.4507772;1;15;108;1;1;4;0;1;0;0;1;0;0;0;0;1;0;0
6129;3;Knight Powerups only 4;34064;1;1.875211;1;0;0;30;43;1;1;10;125;0;0.84;111;284;0;0.03521127;0;1;0;0;0;1;0;1;0;0;0;1;0
6130;3;Balanced provider tier 4;17333;0.05263158;1.705882;0;0;0;78;76;0.05263158;1;26;285;0;0;47;85;0;0.7058824;0;0;0;1;0;1;0;0;0;0;0;0;0
6131;3;Random provider tier 4;29195;0.3265306;1;0;0;0;66;98;0.3265306;1;63;315;0;0;22;131;0;0;0;0;0;0;0;0;1;1;0;0;1;0;0
6132;3;No powerups;5740;3;3;1;1;1;30;50;1;1;10;49;1;1;15;250;1;1;0;0;1;0;0;0;0;0;1;0;0;1;0
6133;3;Ranger Powerups only 1;7295;3;3;1;1;1;66;70;1;1;10;104;1;1;15;109;1;1;4;0;0;0;0;0;0;0;1;0;1;1;0
6134;3;Cleric Powerups only 1;4177;3;3;1;1;1;30;5;1;1;22;61;1;1;15;179;1;1;0;0;0;0;0;0;0;1;0;0;1;0;1
6135;3;Knight Powerups only 1;2477;3;3;1;1;1;30;33;1;1;10;20;1;1;39;33;1;1;0;0;0;0;0;0;1;0;1;0;0;0;0
6136;3;Balanced provider tier 1;9675;1.212121;2.4811;1;0;0;42;16;1;1;14;165;0.2121212;1;23;291;0;0.4810997;0;0;1;0;0;1;0;2;0;0;0;0;0
6137;3;Random provider tier 1;6516;3;3;1;1;1;54;9;1;1;15;346;1;1;14;60;1;1;0;0;0;0;0;1;0;0;0;1;0;0;0
6138;3;Ranger Powerups only 2;16192;0.9008265;1;0;0;0;102;121;0.9008265;1;10;37;0;0;15;232;0;0;4;1;0;0;0;1;0;0;1;0;0;0;0
6139;3;Cleric Powerups only 2;7699;3;3;1;1;1;30;38;1;1;34;136;1;1;15;129;1;1;4;0;1;0;0;1;0;1;0;0;0;0;0
6140;3;Knight Powerups only 2;39974;1;1.347291;1;0;0;30;35;1;1;10;125;0;0.16;63;598;0;0.187291;0;1;0;0;0;1;0;0;1;0;1;0;0
6141;3;Balanced provider tier 2;14565;0;0.8855721;0;0;0;54;86;0;0;18;205;0;0;31;201;0;0.8855721;4;1;2;0;0;0;0;0;0;0;0;0;0
6142;3;Random provider tier 2;6987;1;1.75817;1;0;0;42;59;1;1;39;45;0;0;18;153;0;0.7581699;0;0;0;0;0;0;1;0;0;0;0;1;0
6143;3;Ranger Powerups only 3;12445;3;3;1;1;1;138;65;1;1;10;70;1;1;15;185;1;1;0;0;1;1;0;0;0;0;0;0;0;0;0
6144;3;Cleric Powerups only 3;23267;1;1.19656;1;0;0;30;44;1;1;46;407;0;0.1965602;15;215;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0
6145;3;Knight Powerups only 3;70980;1;1.894309;1;0;0;30;34;1;1;10;123;0;0.8943089;87;790;0;0;4;0;0;0;0;0;0;1;0;1;0;0;0
6146;3;Balanced provider tier 3;18119;0.009174312;1.252101;0;0;0;66;109;0.009174312;1;22;119;0;0.2521009;39;213;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0
6147;3;Random provider tier 3;33034;0.1513158;1.520408;0;0;0;54;62;0;0;55;490;0;0.5204082;18;152;0.1513158;1;0;1;0;0;0;0;0;1;0;0;0;2;0
6148;3;Ranger Powerups only 4;8684;0.2903226;1;0;0;0;174;31;0.2903226;1;10;17;0;0;15;208;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0
6149;3;Cleric Powerups only 4;26768;1.54;2;1;0;0;30;50;1;1;58;371;0;0;15;250;0.54;1;0;0;0;0;0;0;0;2;0;0;0;0;1
6150;3;Knight Powerups only 4;108950;1;1.340206;1;0;0;30;21;1;1;10;65;0;0;111;970;0;0.3402062;0;0;0;1;0;1;0;0;0;0;0;0;0
6151;3;Balanced provider tier 4;36576;0;0.5982906;0;0;0;78;117;0;0.5982906;26;170;0;0;47;490;0;0;0;0;0;0;0;0;1;2;0;0;0;0;0
6152;3;Random provider tier 4;36188;1;1.480836;1;0;0;42;54;1;1;55;490;0;0.2857143;34;205;0;0.1951219;0;0;0;0;0;0;1;0;0;0;2;0;0
6153;3;No powerups;5140;0.9779611;2.085366;0;0;0;30;29;0.03448276;1;10;82;0;0.08536585;15;230;0.9434783;1;4;1;0;0;0;0;0;2;0;0;0;1;0
6154;3;Ranger Powerups only 1;4936;2;2;0;1;1;66;6;0;0;10;79;1;1;15;250;1;1;4;0;0;1;0;0;0;1;0;0;0;0;0
6155;3;Cleric Powerups only 1;5959;3;3;1;1;1;30;29;1;1;22;202;1;1;15;43;1;1;0;0;0;0;0;0;1;0;0;0;0;1;0
6156;3;Knight Powerups only 1;16630;1;2.451494;1;0;0;30;7;1;1;10;121;0;0.7438017;39;390;0;0.7076923;8;1;1;0;0;0;0;1;0;0;0;0;0
6157;3;Balanced provider tier 1;9165;1.647458;2.963856;1;0;0;42;29;1;1;14;83;0;0.9638554;23;295;0.6474576;1;0;0;0;0;0;0;1;0;0;0;0;1;0
6158;3;Random provider tier 1;4928;3;3;1;1;1;42;50;1;1;31;48;1;1;10;134;1;1;4;1;0;1;0;0;0;0;0;0;0;0;0
6159;3;Ranger Powerups only 2;6743;3;3;1;1;1;102;39;1;1;10;125;1;1;15;101;1;1;0;0;1;0;0;0;0;0;0;0;0;0;1
6160;3;Cleric Powerups only 2;9335;2;2.572973;1;0;1;30;35;1;1;34;185;0;0.572973;15;133;1;1;0;0;1;0;0;1;0;0;0;0;0;1;0
6161;3;Knight Powerups only 2;40330;2;2.114754;1;1;0;30;50;1;1;10;40;1;1;63;610;0;0.1147541;4;1;0;0;0;0;1;0;0;0;0;0;0
6162;3;Balanced provider tier 2;13856;0.3114754;1.41902;0;0;0;54;61;0.3114754;0.9672131;18;15;0;0;31;332;0;0.4518072;4;0;0;0;0;0;1;1;0;0;0;0;0
6163;3;Random provider tier 2;22918;1;2.254522;0;0;1;54;90;0;0.7777778;39;430;0;0.4767442;14;92;1;1;8;0;1;0;0;0;0;1;0;0;1;0;0
6164;3;Ranger Powerups only 3;15512;0;0.7594936;0;0;0;138;79;0;0.7594936;10;86;0;0;15;250;0;0;0;0;2;0;0;1;0;0;0;0;0;0;0
6165;3;Cleric Powerups only 3;13897;1.387097;2;0;0;1;30;43;0;0;46;217;0.3870968;1;15;175;1;1;4;0;0;0;0;0;0;0;0;0;1;0;1
6166;3;Knight Powerups only 3;68362;1;1;1;0;0;30;27;1;1;10;91;0;0;87;766;0;0;4;0;0;0;0;0;1;1;0;0;0;0;0
6167;3;Balanced provider tier 3;11913;3;3;1;1;1;66;43;1;1;22;237;1;1;39;99;1;1;0;0;0;0;0;1;0;0;0;0;0;0;1
6168;3;Random provider tier 3;12567;1.861538;2.174342;1;0;0;42;88;1;1;71;65;0.8615385;1;14;304;0;0.1743421;4;1;0;0;0;1;0;0;0;0;0;1;0
6169;3;Ranger Powerups only 4;8150;2;2.56;1;1;0;174;20;1;1;10;92;1;1;15;250;0;0.56;0;0;0;0;0;0;1;0;0;0;0;1;0
6170;3;Cleric Powerups only 4;31426;1.608051;2;1;0;0;30;34;1;1;58;472;0.6080508;1;15;202;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1
6171;3;Knight Powerups only 4;100049;1.6;1.808;1;0;0;30;4;1;1;10;125;0.6;0.808;111;889;0;0;0;1;0;0;0;0;0;0;0;1;1;0;0
6172;3;Balanced provider tier 4;16166;2;2.514706;1;1;0;78;21;1;1;26;190;1;1;47;204;0;0.5147059;4;1;0;0;0;0;0;0;0;0;0;2;0
6173;3;Random provider tier 4;33648;2.516667;3;1;0;1;126;150;1;1;31;420;0.5166667;1;18;96;1;1;0;1;0;0;0;0;0;1;0;0;0;0;1
6174;3;No powerups;5040;3;3;1;1;1;30;50;1;1;10;66;1;1;15;192;1;1;4;1;0;0;0;0;1;0;0;0;0;0;0
6175;3;Ranger Powerups only 1;8138;3;3;1;1;1;66;108;1;1;10;17;1;1;15;56;1;1;4;1;0;0;0;1;0;0;0;0;0;1;0
6176;3;Cleric Powerups only 1;9167;3;3;1;1;1;30;26;1;1;22;236;1;1;15;213;1;1;0;0;0;1;0;1;0;0;0;0;0;0;0
6177;3;Knight Powerups only 1;17564;0;0.3940887;0;0;0;30;46;0;0;10;35;0;0;39;406;0;0.3940887;0;0;0;0;0;0;1;2;0;0;0;0;0
6178;3;Balanced provider tier 1;12184;2.290323;3;1;1;0;42;70;1;1;14;151;1;1;23;310;0.2903226;1;0;0;0;0;0;0;0;2;0;1;0;0;0
6179;3;Random provider tier 1;6542;3;3;1;1;1;42;50;1;1;23;44;1;1;14;245;1;1;0;1;0;0;0;0;1;1;0;0;0;0;0
6180;3;Ranger Powerups only 2;21085;3;3;1;1;1;102;170;1;1;10;7;1;1;15;245;1;1;0;0;0;0;0;0;0;0;1;0;0;0;1
6181;3;Cleric Powerups only 2;13985;3;3;1;1;1;30;19;1;1;34;365;1;1;15;67;1;1;0;0;1;0;0;0;1;0;0;0;0;0;0
6182;3;Knight Powerups only 2;40110;1;1.178689;1;0;0;30;50;1;1;10;18;0;0;63;610;0;0.1786885;0;0;0;0;0;1;0;0;0;0;0;0;1
6183;3;Balanced provider tier 2;14347;1;2.090315;0;1;0;54;90;0;0.5555556;18;205;1;1;31;187;0;0.5347593;0;0;0;1;0;0;0;0;1;0;0;0;0
6184;3;Random provider tier 2;7758;3;3;1;1;1;78;31;1;1;23;122;1;1;14;181;1;1;0;0;0;1;0;0;0;0;0;0;0;1;0
6185;3;Ranger Powerups only 3;6939;3;3;1;1;1;138;18;1;1;10;120;1;1;15;217;1;1;8;0;1;0;0;0;0;0;1;0;0;0;0
6186;3;Cleric Powerups only 3;19594;1.052632;2.384615;1;0;0;30;38;1;1;46;364;0;0.3846154;15;114;0.05263158;1;0;0;1;0;0;1;0;1;0;0;1;0;0
6187;3;Knight Powerups only 3;50137;1;1.233512;1;0;0;30;33;1;1;10;34;0;0;87;561;0;0.2335116;0;1;0;0;0;0;0;1;1;0;0;1;0
6188;3;Balanced provider tier 3;29134;0.09090909;1.399577;0;0;0;66;110;0.09090909;0.8181818;22;232;0;0;39;430;0;0.5813953;0;0;0;1;0;1;0;0;0;0;0;0;0
6189;3;Random provider tier 3;22566;1.352941;2.526316;0;0;1;66;170;0.3529412;1;47;228;0;0.5263158;18;35;1;1;8;0;0;0;0;0;0;2;0;0;2;0;0
6190;3;Ranger Powerups only 4;45320;0;0.6757326;0;0;0;174;235;0;0.5106383;10;125;0;0;15;212;0;0.1650943;0;0;0;0;0;0;1;0;0;0;0;1;0
6191;3;Cleric Powerups only 4;24198;1;1.848205;1;0;0;30;3;1;1;58;351;0;0.1282051;15;250;0;0.72;4;0;0;0;0;0;0;1;0;1;0;0;0
6192;3;Knight Powerups only 4;37170;1;1.533333;1;0;0;30;2;1;1;10;48;0;0;111;330;0;0.5333334;0;0;0;0;0;0;0;0;0;1;0;1;0
6193;3;Balanced provider tier 4;13685;1;1.700013;1;0;0;78;36;1;1;26;243;0;0.4938272;47;97;0;0.2061856;4;0;0;0;0;0;1;1;0;0;0;0;0
6194;3;Random provider tier 4;19401;0.2948718;1;0;0;0;42;40;0;0;63;207;0;0;30;156;0.2948718;1;0;0;2;0;0;0;0;0;0;0;0;1;0
6195;3;No powerups;4120;3;3;1;1;1;30;19;1;1;10;79;1;1;15;184;1;1;0;0;0;0;0;0;1;0;1;0;0;0;0
6196;3;Ranger Powerups only 1;8951;1.384615;2.380711;1;0;0;66;81;1;1;10;65;0.3846154;1;15;197;0;0.3807107;0;1;0;0;0;1;0;1;0;0;2;0;0
6197;3;Cleric Powerups only 1;6768;3;3;1;1;1;30;50;1;1;22;69;1;1;15;250;1;1;0;2;0;0;0;0;0;0;1;0;0;1;0
6198;3;Knight Powerups only 1;18530;2;2.065116;1;1;0;30;17;1;1;10;125;1;1;39;430;0;0.06511628;0;0;0;1;0;0;0;2;0;0;0;0;0
6199;3;Balanced provider tier 1;7048;3;3;1;1;1;42;26;1;1;14;18;1;1;23;248;1;1;4;1;0;0;0;0;0;0;1;0;2;0;0
6200;3;Random provider tier 1;6552;3;3;1;1;1;54;50;1;1;23;154;1;1;10;31;1;1;8;1;1;0;0;0;0;0;0;0;1;0;0
6201;3;Ranger Powerups only 2;20165;1;1.805882;0;0;1;102;170;0;0.8058823;10;110;0;0;15;115;1;1;4;1;0;0;0;0;1;0;0;0;0;0;0
6202;3;Cleric Powerups only 2;16094;1.2;2.762463;1;0;0;30;25;1;1;34;341;0;0.7624633;15;250;0.2;1;4;0;0;0;0;0;0;2;0;0;3;0;0
6203;3;Knight Powerups only 2;7858;2;2.672414;1;1;0;30;8;1;1;10;31;1;1;63;116;0;0.6724138;4;1;1;0;0;0;0;0;1;0;0;0;0
6204;3;Balanced provider tier 2;11035;2;2.40678;1;1;0;54;24;1;1;18;33;1;1;31;295;0;0.4067796;4;0;0;0;0;1;0;3;0;0;0;0;0
6205;3;Random provider tier 2;10335;1.598291;2.138889;1;0;0;66;70;1;1;15;117;0.5982906;1;22;180;0;0.1388889;4;1;1;0;0;0;0;0;0;0;0;1;0
6206;3;Ranger Powerups only 3;36250;0.8260869;1.16;0;0;0;138;230;0.8260869;1;10;76;0;0;15;250;0;0.16;0;0;0;0;0;1;0;0;0;1;0;0;0
6207;3;Cleric Powerups only 3;17084;1.657993;2.3;1;0;0;30;32;1;1;46;269;0.6579925;1;15;250;0;0.3;0;1;0;1;0;0;0;1;0;0;0;0;0
6208;3;Knight Powerups only 3;71370;0;0.8696203;0;0;0;30;50;0;0.8;10;114;0;0;87;790;0;0.06962025;0;1;0;0;0;0;1;1;0;0;0;0;0
6209;3;Balanced provider tier 3;28584;1;1.826087;1;0;0;66;110;1;1;22;207;0;0.8260869;39;430;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
6210;3;Random provider tier 3;13959;2.598746;3;1;0;1;66;18;1;1;39;319;0.5987461;1;22;15;1;1;0;1;0;0;0;0;1;0;0;0;1;0;0
6211;3;Ranger Powerups only 4;52705;0;0.846395;0;0;0;174;290;0;0.4827586;10;43;0;0;15;121;0;0.3636364;0;1;0;0;0;1;0;1;0;0;0;1;0
6212;3;Cleric Powerups only 4;18005;2;2.613793;1;0;1;30;3;1;1;58;290;0;0.6137931;15;73;1;1;0;0;0;0;0;1;0;0;0;0;0;0;1
6213;3;Knight Powerups only 4;18482;0.6326531;1.021127;0;0;0;30;49;0.6326531;1;10;125;0;0;111;142;0;0.02112676;4;1;0;0;0;0;1;0;0;0;0;0;0
6214;3;Balanced provider tier 4;28048;1;2.257457;0;1;0;78;52;0;0.9615384;26;37;1;1;47;490;0;0.2959184;4;1;1;0;0;0;0;0;1;0;0;0;0
6215;3;Random provider tier 4;12922;1.730769;2.367347;1;0;0;90;39;1;1;39;78;0.7307692;1;26;245;0;0.3673469;4;0;1;0;0;1;0;1;0;0;0;0;0
6216;3;No powerups;5760;3;3;1;1;1;30;47;1;1;10;60;1;1;15;250;1;1;0;0;1;1;0;0;0;0;0;0;0;0;0
6217;3;Ranger Powerups only 1;7990;3;3;1;1;1;66;60;1;1;10;97;1;1;15;204;1;1;4;1;0;0;0;0;0;0;2;0;0;0;0
6218;3;Cleric Powerups only 1;9140;3;3;1;1;1;30;17;1;1;22;245;1;1;15;216;1;1;0;0;0;0;0;0;0;0;1;0;0;0;1
6219;3;Knight Powerups only 1;13950;2.817647;3;1;1;0;30;9;1;1;10;42;1;1;39;340;0.817647;1;0;0;1;0;0;0;0;0;1;0;0;1;0
6220;3;Balanced provider tier 1;3506;3;3;1;1;1;42;16;1;1;14;71;1;1;23;80;1;1;0;0;0;0;0;0;1;0;1;0;0;0;0
6221;3;Random provider tier 1;7205;1.654217;3;1;0;0;30;41;1;1;39;115;0.04347826;1;10;149;0.6107383;1;0;0;1;0;0;0;1;0;0;0;0;0;0
6222;3;Ranger Powerups only 2;10757;0.2469136;1.880734;0;0;0;102;81;0.2469136;1;10;86;0;0;15;109;0;0.880734;8;2;0;0;0;1;0;0;0;0;0;0;0
