sep=;
Test Index;Monster Tier;Party config;Party Strength;Max HP lost;HP lost;Ranger killed;Cleric killed;Knight killed;Ranger attack;Ranger HP;Ranger Max HP lost;Ranger HP lost;Cleric attack;Cleric HP;Cleric Max HP lost;Cleric HP lost;Knight attack;Knight HP;Knight Max HP lost;Knight HP lost;Minion Count;Brute Count;Brute elite Count;Brute boss Count;Leader Count;Leader elite Count;Leader boss Count;Lurker Count;Lurker elite Count;Lurker boss Count;Sniper Count;Sniper elite  Count;Sniper boss Count
614;1;Random provider tier 1;12860;0;0.2702703;0;0;0;30;70;0;0;23;370;0;0.2702703;18;125;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
615;1;Ranger Powerups only 2;21920;0;0.2941177;0;0;0;102;170;0;0.2941177;10;83;0;0;15;250;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
616;1;Cleric Powerups only 2;16577;0;0;0;0;0;30;50;0;0;34;338;0;0;15;239;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
617;1;Knight Powerups only 2;40130;1;1;1;0;0;30;15;1;1;10;125;0;0;63;610;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
618;1;Balanced provider tier 2;5946;0;0.6060606;0;0;0;54;33;0;0.6060606;18;159;0;0;31;42;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
619;1;Random provider tier 2;10299;1;1.613497;1;0;0;42;24;1;1;39;163;0;0.613497;18;163;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
620;1;Ranger Powerups only 3;25211;0;0.290719;0;0;0;138;157;0;0;10;125;0;0.16;15;153;0;0.130719;0;0;1;0;0;0;0;0;0;0;0;0;0
621;1;Cleric Powerups only 3;21051;1;1;1;0;0;30;50;1;1;46;411;0;0;15;43;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
622;1;Knight Powerups only 3;57404;0;0;0;0;0;30;39;0;0;10;125;0;0;87;632;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
623;1;Balanced provider tier 3;8685;0;0;0;0;0;66;66;0;0;22;39;0;0;39;89;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
624;1;Random provider tier 3;12047;0.1111111;1;0;0;0;66;18;0.1111111;1;23;223;0;0;30;191;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
625;1;Ranger Powerups only 4;52195;0;0;0;0;0;174;290;0;0;10;85;0;0;15;59;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
626;1;Cleric Powerups only 4;33150;0;0.4545455;0;0;0;30;39;0;0;58;540;0;0;15;44;0;0.4545455;0;0;0;0;0;1;0;0;0;0;0;0;0
627;1;Knight Powerups only 4;61134;0.6666667;1;0;0;0;30;12;0.6666667;1;10;39;0;0;111;544;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
628;1;Balanced provider tier 4;20756;0;0.6402439;0;0;0;78;109;0;0;26;164;0;0.6402439;47;170;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
629;1;Random provider tier 4;27116;0;0.2330846;0;0;0;102;87;0;0;39;338;0;0.0591716;22;230;0;0.173913;0;0;1;0;0;0;0;0;0;0;0;0;0
630;1;No powerups;3755;0;1.746269;0;0;0;30;50;0;1;10;125;0;0;15;67;0;0.7462686;0;0;0;0;0;0;0;0;1;0;0;0;0
631;1;Ranger Powerups only 1;7778;0;0.2912621;0;0;0;66;53;0;0;10;119;0;0;15;206;0;0.2912621;4;0;0;0;0;0;0;0;0;0;1;0;0
632;1;Cleric Powerups only 1;7594;0;0.24;0;0;0;30;46;0;0;22;112;0;0;15;250;0;0.24;0;0;0;0;0;1;0;0;0;0;0;0;0
633;1;Knight Powerups only 1;6144;0;0.6666667;0;0;0;30;44;0;0;10;30;0;0.6666667;39;116;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0
634;1;Balanced provider tier 1;5799;0;0.6153846;0;0;0;42;65;0;0.6153846;14;165;0;0;23;33;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
635;1;Random provider tier 1;7922;0.7857143;1;0;0;0;30;84;0.7857143;1;23;220;0;0;18;19;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
636;1;Ranger Powerups only 2;5054;0;0.904;0;0;0;102;32;0;0;10;125;0;0.904;15;36;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
637;1;Cleric Powerups only 2;11567;0.25;1;0;0;0;30;32;0.25;1;34;233;0;0;15;179;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
638;1;Knight Powerups only 2;9974;0;0.2734375;0;0;0;30;22;0;0;10;125;0;0;63;128;0;0.2734375;0;0;0;0;0;0;0;0;0;0;0;1;0
639;1;Balanced provider tier 2;19570;0;0.2222222;0;0;0;54;90;0;0;18;180;0;0.2222222;31;370;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
640;1;Random provider tier 2;10896;0;0;0;0;0;42;76;0;0;23;84;0;0;26;222;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
641;1;Ranger Powerups only 3;34020;0;0.4285714;0;0;0;138;230;0;0;10;18;0;0;15;140;0;0.4285714;0;0;1;0;0;0;0;0;0;0;0;0;0
642;1;Cleric Powerups only 3;11720;0;0.08;0;0;0;30;5;0;0;46;170;0;0;15;250;0;0.08;0;0;0;0;0;1;0;0;0;0;0;0;0
643;1;Knight Powerups only 3;54715;0;0;0;0;0;30;25;0;0;10;46;0;0;87;615;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
644;1;Balanced provider tier 3;15605;0;0.5754717;0;0;0;66;106;0;0.5754717;22;152;0;0;39;135;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
645;1;Random provider tier 3;36674;0;0.3951847;0;0;0;78;73;0;0.2739726;47;610;0;0;14;165;0;0.1212121;0;0;0;0;0;0;0;1;0;0;1;0;0
646;1;Ranger Powerups only 4;12445;0;0;0;0;0;174;60;0;0;10;97;0;0;15;69;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
647;1;Cleric Powerups only 4;35179;0;0;0;0;0;30;35;0;0;58;583;0;0;15;21;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
648;1;Knight Powerups only 4;108820;1;1;1;0;0;30;3;1;1;10;106;0;0;111;970;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
649;1;Balanced provider tier 4;26506;0;0.05782313;0;0;0;78;130;0;0;26;98;0;0;47;294;0;0.05782313;4;1;0;0;0;0;0;0;0;0;0;0;0
650;1;Random provider tier 4;32223;0;0;0;0;0;102;130;0;0;47;279;0;0;18;325;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
651;1;No powerups;6080;0;0.056;0;0;0;30;44;0;0;10;101;0;0;15;250;0;0.056;0;2;0;0;0;0;0;0;0;0;0;0;0
652;1;Ranger Powerups only 1;10212;0;0.2173913;0;0;0;66;92;0;0.2173913;10;39;0;0;15;250;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
653;1;Cleric Powerups only 1;7677;0.9512195;1;0;0;0;30;41;0.9512195;1;22;156;0;0;15;201;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
654;1;Knight Powerups only 1;17440;0;0.06976745;0;0;0;30;9;0;0;10;40;0;0;39;430;0;0.06976745;0;0;1;0;0;0;0;0;0;0;0;0;0
655;1;Balanced provider tier 1;8796;0;0.1290323;0;0;0;42;26;0;0;14;41;0;0;23;310;0;0.1290323;0;0;1;0;0;0;0;0;0;0;0;0;0
656;1;Random provider tier 1;15600;0;0.1395349;0;0;0;30;50;0;0;31;430;0;0.1395349;14;55;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0
657;1;Ranger Powerups only 2;21800;0;0.04672897;0;0;0;102;170;0;0;10;125;0;0;15;214;0;0.04672897;0;2;0;0;0;0;0;0;0;0;0;0;0
658;1;Cleric Powerups only 2;12017;0;0.952381;0;0;0;30;42;0;0.952381;34;308;0;0;15;19;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
659;1;Knight Powerups only 2;34221;1;1;1;0;0;30;7;1;1;10;18;0;0;63;537;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
660;1;Balanced provider tier 2;5709;0;0.4102564;0;0;0;54;40;0;0;18;130;0;0.1538462;31;39;0;0.2564103;0;0;1;0;0;0;0;0;0;0;0;0;0
661;1;Random provider tier 2;9278;0;0.1449275;0;0;0;42;38;0;0;23;178;0;0;26;138;0;0.1449275;0;0;0;0;0;1;0;0;0;0;0;0;0
662;1;Ranger Powerups only 3;36400;0;0;0;0;0;138;230;0;0;10;91;0;0;15;250;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
663;1;Cleric Powerups only 3;24710;0.2;1;0;0;0;30;40;0;0;46;485;0;0;15;80;0.2;1;0;0;0;0;0;0;0;0;0;0;0;1;0
664;1;Knight Powerups only 3;9026;0;0.6650718;0;0;0;30;14;0;0;10;95;0;0.2105263;87;88;0;0.4545455;0;0;0;0;0;0;0;1;0;0;1;0;0
665;1;Balanced provider tier 3;17936;0;0.4173913;0;0;0;66;110;0;0;22;230;0;0.4173913;39;144;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
666;1;Random provider tier 3;4649;0;0.3773585;0;0;0;54;53;0;0.3773585;47;31;0;0;22;15;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
667;1;Ranger Powerups only 4;43644;0;0.3932478;0;0;0;174;241;0;0.1659751;10;39;0;0;15;88;0;0.2272727;0;0;0;0;0;0;0;1;0;0;1;0;0
668;1;Cleric Powerups only 4;33625;0;0;0;0;0;30;50;0;0;58;550;0;0;15;15;0;0;4;0;0;0;0;0;0;1;0;0;0;0;0
669;1;Knight Powerups only 4;36171;0;0;0;0;0;30;14;0;0;10;12;0;0;111;321;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
670;1;Balanced provider tier 4;40372;0;0;0;0;0;78;130;0;0;26;277;0;0;47;490;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
671;1;Random provider tier 4;11424;0;0.443038;0;0;0;90;77;0;0;55;30;0;0;18;158;0;0.443038;0;0;0;0;0;0;0;0;0;0;0;1;0
672;1;No powerups;3890;0.1111111;1;0;0;0;30;18;0.1111111;1;10;125;0;0;15;140;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
673;1;Ranger Powerups only 1;6186;0.7142857;1;0;0;0;66;71;0;0;10;66;0;0;15;56;0.7142857;1;0;0;0;0;0;0;0;0;0;0;0;1;0
674;1;Cleric Powerups only 1;4602;1;1;1;0;0;30;18;1;1;22;81;0;0;15;152;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
675;1;Knight Powerups only 1;5801;0.07964602;1;0;0;0;30;40;0;0;10;113;0.07964602;1;39;89;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
676;1;Balanced provider tier 1;6912;0;0.6956522;0;0;0;42;44;0;0;14;135;0;0;23;138;0;0.6956522;0;0;0;0;0;0;0;0;0;0;0;1;0
677;1;Random provider tier 1;10540;0;1;0;0;0;30;50;0;1;31;232;0;0;14;132;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
678;1;Ranger Powerups only 2;5345;0;0;0;0;0;102;35;0;0;10;125;0;0;15;35;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
679;1;Cleric Powerups only 2;17285;0;0.8;0;0;0;30;50;0;0.8;34;365;0;0;15;225;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
680;1;Knight Powerups only 2;24959;1;1;1;0;0;30;14;1;1;10;41;0;0;63;383;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
681;1;Balanced provider tier 2;8480;0;0.4651163;0;0;0;54;90;0;0;18;53;0;0;31;86;0;0.4651163;4;0;0;0;0;0;0;1;0;0;0;0;0
682;1;Random provider tier 2;20888;0;0.1818182;0;0;0;54;110;0;0.1818182;39;370;0;0;14;37;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
683;1;Ranger Powerups only 3;32417;0;0.4516129;0;0;0;138;209;0;0;10;125;0;0;15;155;0;0.4516129;0;0;0;0;0;0;0;0;0;0;0;1;0
684;1;Cleric Powerups only 3;14096;0;0.5714286;0;0;0;30;27;0;0;46;266;0;0;15;70;0;0.5714286;0;0;0;0;0;1;0;0;0;0;0;0;0
685;1;Knight Powerups only 3;56849;0;0.7142857;0;0;0;30;49;0;0.7142857;10;83;0;0;87;627;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
686;1;Balanced provider tier 3;26912;0;0.02325581;0;0;0;66;72;0;0;22;245;0;0;39;430;0;0.02325581;4;0;0;0;0;0;0;1;0;0;0;0;0
687;1;Random provider tier 3;6461;0;0.4166667;0;0;0;78;48;0;0.4166667;31;55;0;0;22;46;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
688;1;Ranger Powerups only 4;52530;0;0.2068966;0;0;0;174;290;0;0.2068966;10;69;0;0;15;92;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0
689;1;Cleric Powerups only 4;30669;0.25;1;0;0;0;30;16;0.25;1;58;498;0;0;15;87;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
690;1;Knight Powerups only 4;110060;0.6052632;1;0;0;0;30;38;0.6052632;1;10;125;0;0;111;970;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
691;1;Balanced provider tier 4;32030;0;0;0;0;0;78;118;0;0;26;285;0;0;47;328;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
692;1;Random provider tier 4;32456;0.147541;1;0;0;0;66;61;0.147541;1;47;490;0;0;30;180;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
693;1;No powerups;3565;0.3333333;1;0;0;0;30;25;0;0;10;79;0;0;15;135;0.3333333;1;0;0;1;0;0;0;0;0;0;0;0;0;0
694;1;Ranger Powerups only 1;9971;0;0.4651163;0;0;0;66;86;0;0.4651163;10;116;0;0;15;209;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
695;1;Cleric Powerups only 1;2122;0.6666667;1;0;0;0;30;28;0;0;22;46;0;0;15;18;0.6666667;1;0;1;0;0;0;0;0;1;0;0;0;0;0
696;1;Knight Powerups only 1;8644;0;0.09708738;0;0;0;30;7;0;0;10;40;0;0;39;206;0;0.09708738;0;0;1;0;0;0;0;0;0;0;0;0;0
697;1;Balanced provider tier 1;9640;0;0.07042254;0;0;0;42;26;0;0;14;144;0;0;23;284;0;0.07042254;0;0;0;0;0;1;0;0;0;0;0;0;0
698;1;Random provider tier 1;9120;0;0.7714286;0;0;0;42;70;0;0.2857143;15;370;0;0;18;35;0;0.4857143;0;0;0;0;0;1;0;0;0;0;0;0;0
699;1;Ranger Powerups only 2;9267;0;0.0913242;0;0;0;102;51;0;0;10;78;0;0;15;219;0;0.0913242;4;0;0;0;0;0;0;1;0;0;0;0;0
700;1;Cleric Powerups only 2;14720;0;1;0;0;0;30;40;0;1;34;350;0;0;15;108;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
701;1;Knight Powerups only 2;21143;0;0;0;0;0;30;10;0;0;10;125;0;0;63;311;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
702;1;Balanced provider tier 2;17230;0;0.3508772;0;0;0;54;57;0;0.3508772;18;149;0;0;31;370;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
703;1;Random provider tier 2;8211;0;0.09803922;0;0;0;90;19;0;0;15;243;0;0;14;204;0;0.09803922;0;0;0;0;0;1;0;0;0;0;0;0;0
704;1;Ranger Powerups only 3;22250;0;0.4;0;0;0;138;125;0;0.4;10;125;0;0;15;250;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0
705;1;Cleric Powerups only 3;19397;0;0.5128205;0;0;0;30;39;0;0.5128205;46;317;0;0;15;243;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
706;1;Knight Powerups only 3;70910;0;0;0;0;0;30;31;0;0;10;125;0;0;87;790;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0
707;1;Balanced provider tier 3;26318;0;0.06976745;0;0;0;66;63;0;0;22;245;0;0;39;430;0;0.06976745;0;0;1;0;0;0;0;0;0;0;0;0;0
708;1;Random provider tier 3;21097;0;0.1167315;0;0;0;54;51;0;0;39;299;0;0;26;257;0;0.1167315;8;0;0;0;0;0;0;0;0;0;0;0;0
709;1;Ranger Powerups only 4;23026;0;0;0;0;0;174;109;0;0;10;31;0;0;15;250;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0
710;1;Cleric Powerups only 4;15238;0.92;1;0;0;0;30;50;0.92;1;58;181;0;0;15;216;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
711;1;Knight Powerups only 4;58315;0;0.7885376;0;0;0;30;46;0;0.6521739;10;88;0;0.1363636;111;505;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0
712;1;Balanced provider tier 4;11958;0;0;0;0;0;78;57;0;0;26;72;0;0;47;120;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
713;1;Random provider tier 4;34984;0;0.3383459;0;0;0;78;26;0;0;55;546;0;0;22;133;0;0.3383459;0;0;1;0;0;0;0;0;0;0;0;0;0
714;1;No powerups;6470;0.2;1;0;0;0;30;50;0.2;1;10;122;0;0;15;250;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
715;1;Ranger Powerups only 1;11532;0;0.3738318;0;0;0;66;107;0;0.3738318;10;72;0;0;15;250;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
716;1;Cleric Powerups only 1;4261;0.2;1;0;0;0;30;50;0.2;1;22;88;0;0;15;55;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0
717;1;Knight Powerups only 1;8294;1;1.16;1;0;0;30;6;1;1;10;125;0;0.16;39;176;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
718;1;Balanced provider tier 1;11876;0;0.8623406;0;0;0;42;70;0;0;14;129;0;0.8139535;23;310;0;0.0483871;0;0;1;0;0;0;0;0;0;0;0;0;0
719;1;Random provider tier 1;10209;0.25;0.25;0;0;0;42;32;0.25;0.25;23;285;0;0;14;165;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
720;1;Ranger Powerups only 2;12840;0;0.06;0;0;0;102;80;0;0;10;93;0;0;15;250;0;0.06;4;1;0;0;0;0;0;0;0;0;0;0;0
721;1;Cleric Powerups only 2;7451;0;0.5376344;0;0;0;30;50;0;0;34;134;0;0;15;93;0;0.5376344;4;1;0;0;0;0;0;0;0;0;0;0;0
722;1;Knight Powerups only 2;25687;0;0;0;0;0;30;34;0;0;10;16;0;0;63;389;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
723;1;Balanced provider tier 2;12149;0.1111111;1;0;0;0;54;90;0.1111111;1;18;200;0;0;31;119;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
724;1;Random provider tier 2;17416;0;0.4444444;0;0;0;54;45;0;0.4444444;31;430;0;0;18;92;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
725;1;Ranger Powerups only 3;7656;0;0;0;0;0;138;27;0;0;10;18;0;0;15;250;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
726;1;Cleric Powerups only 3;24923;0;0.310559;0;0;0;30;48;0;0;46;458;0;0;15;161;0;0.310559;0;0;0;0;0;0;0;0;1;0;0;0;0
727;1;Knight Powerups only 3;35413;0;0;0;0;0;30;50;0;0;10;94;0;0;87;379;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
728;1;Balanced provider tier 3;13992;1;1;1;0;0;66;7;1;1;22;186;0;0;39;242;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
729;1;Random provider tier 3;10376;0;0;0;0;0;102;90;0;0;39;24;0;0;10;26;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
730;1;Ranger Powerups only 4;53530;0;0;0;0;0;174;290;0;0;10;10;0;0;15;198;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
731;1;Cleric Powerups only 4;15916;0.3333333;1;0;0;0;30;15;0.3333333;1;58;202;0;0;15;250;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
732;1;Knight Powerups only 4;110040;0;0.04123711;0;0;0;30;38;0;0;10;123;0;0;111;970;0;0.04123711;0;0;1;0;0;0;0;0;0;0;0;0;0
733;1;Balanced provider tier 4;28880;0;0;0;0;0;78;68;0;0;26;21;0;0;47;490;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
734;1;Random provider tier 4;18953;0;0.1818182;0;0;0;78;110;0;0.1818182;55;169;0;0;22;49;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
735;1;No powerups;2100;0;0.4;0;0;0;30;50;0;0.4;10;33;0;0;15;18;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
736;1;Ranger Powerups only 1;10720;0;0.02857143;0;0;0;66;110;0;0;10;31;0;0;15;210;0;0.02857143;0;1;0;0;0;0;0;0;0;0;1;0;0
737;1;Cleric Powerups only 1;7349;0;0.3508772;0;0;0;30;50;0;0;22;227;0;0;15;57;0;0.3508772;4;0;0;0;0;0;0;1;0;0;0;0;0
738;1;Knight Powerups only 1;9178;1;1.331439;1;0;0;30;27;1;1;10;88;0;0.2272727;39;192;0;0.1041667;0;0;0;0;0;0;0;0;0;0;2;0;0
739;1;Balanced provider tier 1;7481;0;0.5714286;0;0;0;42;70;0;0.5714286;14;165;0;0;23;97;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
740;1;Random provider tier 1;10153;0.2121212;1;0;0;0;42;33;0.2121212;1;23;355;0;0;14;43;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
741;1;Ranger Powerups only 2;11531;0;0.454627;0;0;0;102;73;0;0.4109589;10;65;0;0;15;229;0;0.04366812;4;0;0;0;0;0;0;1;0;0;0;0;0
742;1;Cleric Powerups only 2;13707;0;0.3192951;0;0;0;30;9;0;0;34;303;0;0.2475248;15;209;0;0.07177033;0;0;1;0;0;0;0;0;0;0;0;0;0
743;1;Knight Powerups only 2;15030;0;0;0;0;0;30;22;0;0;10;114;0;0;63;210;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
744;1;Balanced provider tier 2;5376;0.3333333;1;0;0;0;54;15;0.3333333;1;18;171;0;0;31;48;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
745;1;Random provider tier 2;17986;0;0.3538012;0;0;0;54;90;0;0.2222222;39;282;0;0;14;152;0;0.131579;0;0;0;0;0;0;0;1;0;0;1;0;0
746;1;Ranger Powerups only 3;22318;0;0;0;0;0;138;131;0;0;10;49;0;0;15;250;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
747;1;Cleric Powerups only 3;7959;0;0;0;0;0;30;11;0;0;46;159;0;0;15;21;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
748;1;Knight Powerups only 3;70450;0;0.4;0;0;0;30;50;0;0.4;10;22;0;0;87;790;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
749;1;Balanced provider tier 3;26494;0;0;0;0;0;66;107;0;0;22;121;0;0;39;430;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0
750;1;Random provider tier 3;13007;0;0.09950249;0;0;0;78;27;0;0;31;209;0;0;22;201;0;0.09950249;0;0;0;0;0;1;0;0;0;0;0;0;0
751;1;Ranger Powerups only 4;20846;0;0.1960784;0;0;0;174;109;0;0;10;35;0;0;15;102;0;0.1960784;0;0;0;0;0;1;0;0;0;0;0;0;0
752;1;Cleric Powerups only 4;9293;1;1;1;0;0;30;46;1;1;58;131;0;0;15;21;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
753;1;Knight Powerups only 4;89349;0;1.359573;0;0;0;30;43;0;0.9302326;10;48;0;0.4166667;111;789;0;0.01267427;4;0;0;0;0;0;0;0;0;0;1;0;0
754;1;Balanced provider tier 4;27161;0;0;0;0;0;78;91;0;0;26;242;0;0;47;293;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
755;1;Random provider tier 4;19556;0.6666667;1.814165;0;0;0;126;24;0.6666667;1;23;670;0;0.02985075;22;51;0;0.7843137;4;0;0;0;0;0;0;0;0;0;1;0;0
756;1;No powerups;3225;1;1.683761;1;0;0;30;7;1;1;10;117;0;0.6837607;15;123;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
757;1;Ranger Powerups only 1;3225;0;0;0;0;0;66;20;0;0;10;81;0;0;15;73;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0
758;1;Cleric Powerups only 1;4210;0;0.6216216;0;0;0;30;41;0;0;22;85;0;0;15;74;0;0.6216216;0;0;0;0;0;1;0;0;0;0;0;0;0
759;1;Knight Powerups only 1;7742;1;1;1;0;0;30;50;1;1;10;125;0;0;39;128;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
760;1;Balanced provider tier 1;8470;0;0.3846154;0;0;0;42;47;0;0;14;165;0;0;23;182;0;0.3846154;0;0;0;0;0;0;0;0;0;0;0;1;0
761;1;Random provider tier 1;5066;0;0.8064516;0;0;0;42;4;0;0;31;138;0;0;10;62;0;0.8064516;4;1;0;0;0;0;0;0;0;0;0;0;0
762;1;Ranger Powerups only 2;5600;0;0;0;0;0;102;20;0;0;10;92;0;0;15;176;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
763;1;Cleric Powerups only 2;7008;0.1034483;1;0;0;0;30;36;0;0;34;87;0.1034483;1;15;198;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
764;1;Knight Powerups only 2;12587;0;0.4;0;0;0;30;50;0;0.4;10;44;0;0;63;169;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
765;1;Balanced provider tier 2;11738;0;0;0;0;0;54;21;0;0;18;131;0;0;31;266;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
766;1;Random provider tier 2;21912;0;0.4255319;0;0;0;78;94;0;0.4255319;31;430;0;0;10;125;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
767;1;Ranger Powerups only 3;21304;1;1.104167;0;1;0;138;143;0;0;10;13;1;1;15;96;0;0.1041667;0;1;0;0;0;0;0;0;0;0;1;0;0
768;1;Cleric Powerups only 3;27104;1;1;1;0;0;30;44;1;1;46;479;0;0;15;250;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
769;1;Knight Powerups only 3;50408;0;0;0;0;0;30;26;0;0;10;56;0;0;87;564;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
770;1;Balanced provider tier 3;24074;0;0.09302326;0;0;0;66;35;0;0;22;227;0;0;39;430;0;0.09302326;0;1;0;0;0;0;0;0;0;0;1;0;0
771;1;Random provider tier 3;20280;0;0.1157282;0;0;0;42;61;0;0;39;252;0;0.03968254;30;263;0;0.07604562;0;2;0;0;0;0;0;0;0;0;0;0;0
772;1;Ranger Powerups only 4;49901;0;0.5815384;0;0;0;174;274;0;0;10;125;0;0.12;15;65;0;0.4615385;0;0;1;0;0;0;0;0;0;0;0;0;0
773;1;Cleric Powerups only 4;39050;0;0.1586777;0;0;0;30;30;0;0;58;605;0;0.1586777;15;204;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
774;1;Knight Powerups only 4;67005;0;0;0;0;0;30;5;0;0;10;81;0;0;111;595;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
775;1;Balanced provider tier 4;22361;0;0.245614;0;0;0;78;79;0;0;26;285;0;0.245614;47;187;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
776;1;Random provider tier 4;20215;0;0.4117647;0;0;0;78;85;0;0.4117647;55;241;0;0;22;15;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
777;1;No powerups;5145;0;0.1408451;0;0;0;30;50;0;0;10;45;0;0;15;213;0;0.1408451;4;0;0;0;0;0;0;1;0;0;0;0;0
